measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,rei_id,rei_name,metric_id,metric_name,year,val,upper,lower
3,YLDs (Years Lived with Disability),1,Global,1,Male,22,All ages,294,All causes,110,Dietary risks,1,Number,2009,7496620.215950189,10241493.386662157,5217288.323031078
3,YLDs (Years Lived with Disability),1,Global,2,Female,22,All ages,294,All causes,110,Dietary risks,1,Number,2009,7420576.47649405,10044512.946095044,5158148.931603206
3,YLDs (Years Lived with Disability),1,Global,3,Both,22,All ages,294,All causes,110,Dietary risks,1,Number,2009,14917196.692444235,20263526.53385103,10342794.329449773
3,YLDs (Years Lived with Disability),1,Global,1,Male,22,All ages,294,All causes,110,Dietary risks,2,Percent,2009,0.023096039049554824,0.027641008948910042,0.019013650604696997
3,YLDs (Years Lived with Disability),1,Global,2,Female,22,All ages,294,All causes,110,Dietary risks,2,Percent,2009,0.018507560484670768,0.022635821792092232,0.015092772205940989
3,YLDs (Years Lived with Disability),1,Global,3,Both,22,All ages,294,All causes,110,Dietary risks,2,Percent,2009,0.0205587264998493,0.024821690729385015,0.016808173152425797
3,YLDs (Years Lived with Disability),1,Global,1,Male,22,All ages,294,All causes,110,Dietary risks,3,Rate,2009,215.99296101911315,295.0783710686416,150.32074733948565
3,YLDs (Years Lived with Disability),1,Global,2,Female,22,All ages,294,All causes,110,Dietary risks,3,Rate,2009,216.17257443728224,292.611797668833,150.26465092135317
3,YLDs (Years Lived with Disability),1,Global,3,Both,22,All ages,294,All causes,110,Dietary risks,3,Rate,2009,216.08227259470894,293.52625392648554,149.82000638358411
3,YLDs (Years Lived with Disability),1,Global,1,Male,26,70+ years,294,All causes,110,Dietary risks,1,Number,2009,2012535.5048837538,2813306.3899340313,1388246.755578846
3,YLDs (Years Lived with Disability),1,Global,2,Female,26,70+ years,294,All causes,110,Dietary risks,1,Number,2009,2402128.418665673,3329874.9986289623,1657373.9864942199
3,YLDs (Years Lived with Disability),1,Global,3,Both,26,70+ years,294,All causes,110,Dietary risks,1,Number,2009,4414663.923549421,6147956.217396186,3055614.9935304155
3,YLDs (Years Lived with Disability),1,Global,1,Male,26,70+ years,294,All causes,110,Dietary risks,2,Percent,2009,0.050368114535688735,0.0628669494665759,0.04060611335193161
3,YLDs (Years Lived with Disability),1,Global,2,Female,26,70+ years,294,All causes,110,Dietary risks,2,Percent,2009,0.04236288882325492,0.05323360932456293,0.03362453143626296
3,YLDs (Years Lived with Disability),1,Global,3,Both,26,70+ years,294,All causes,110,Dietary risks,2,Percent,2009,0.04567033477235735,0.0571926812535744,0.03653180953473393
3,YLDs (Years Lived with Disability),1,Global,1,Male,26,70+ years,294,All causes,110,Dietary risks,3,Rate,2009,1339.3777063557247,1872.3047870121384,923.9025849883675
3,YLDs (Years Lived with Disability),1,Global,2,Female,26,70+ years,294,All causes,110,Dietary risks,3,Rate,2009,1207.80354369423,1674.2796896915768,833.3368684869465
3,YLDs (Years Lived with Disability),1,Global,3,Both,26,70+ years,294,All causes,110,Dietary risks,3,Rate,2009,1264.4284793328698,1760.8703778106055,875.175706827081
3,YLDs (Years Lived with Disability),1,Global,1,Male,27,Age-standardized,294,All causes,110,Dietary risks,2,Percent,2009,0.02517794635905084,0.03009098594601466,0.02073746949866297
3,YLDs (Years Lived with Disability),1,Global,2,Female,27,Age-standardized,294,All causes,110,Dietary risks,2,Percent,2009,0.018986324135152395,0.023199531263102997,0.01547480869497509
3,YLDs (Years Lived with Disability),1,Global,3,Both,27,Age-standardized,294,All causes,110,Dietary risks,2,Percent,2009,0.021739687534447865,0.026265503586598942,0.017727587913771457
3,YLDs (Years Lived with Disability),1,Global,1,Male,27,Age-standardized,294,All causes,110,Dietary risks,3,Rate,2009,246.73839108462687,337.597534763545,171.40451994760676
3,YLDs (Years Lived with Disability),1,Global,2,Female,27,Age-standardized,294,All causes,110,Dietary risks,3,Rate,2009,221.20494606311047,299.73528505662955,153.76350862684913
3,YLDs (Years Lived with Disability),1,Global,3,Both,27,Age-standardized,294,All causes,110,Dietary risks,3,Rate,2009,233.23553815346054,318.0434108080674,161.77282873242592
3,YLDs (Years Lived with Disability),1,Global,1,Male,37,20+ years,294,All causes,110,Dietary risks,1,Number,2009,7496620.215950189,10241493.386662157,5217288.323031078
3,YLDs (Years Lived with Disability),1,Global,2,Female,37,20+ years,294,All causes,110,Dietary risks,1,Number,2009,7420576.47649405,10044512.946095044,5158148.931603206
3,YLDs (Years Lived with Disability),1,Global,3,Both,37,20+ years,294,All causes,110,Dietary risks,1,Number,2009,14917196.692444235,20263526.53385103,10342794.329449773
3,YLDs (Years Lived with Disability),1,Global,1,Male,37,20+ years,294,All causes,110,Dietary risks,2,Percent,2009,0.02868979307681709,0.03409947695971159,0.02364468491933014
3,YLDs (Years Lived with Disability),1,Global,2,Female,37,20+ years,294,All causes,110,Dietary risks,2,Percent,2009,0.022143988390624977,0.027070213987463065,0.018122454353845935
3,YLDs (Years Lived with Disability),1,Global,3,Both,37,20+ years,294,All causes,110,Dietary risks,2,Percent,2009,0.025009790710498726,0.030079567610855947,0.02048256213716939
3,YLDs (Years Lived with Disability),1,Global,1,Male,37,20+ years,294,All causes,110,Dietary risks,3,Rate,2009,150.0907269430836,205.0461598836743,104.45595141785422
3,YLDs (Years Lived with Disability),1,Global,2,Female,37,20+ years,294,All causes,110,Dietary risks,3,Rate,2009,141.98743305212176,192.19458407208114,98.69749721182225
3,YLDs (Years Lived with Disability),1,Global,3,Both,37,20+ years,294,All causes,110,Dietary risks,3,Rate,2009,145.9473140013465,198.25489539254647,101.19213970116353
